Time,Temperature Sensor 1 (°F),Rate of Change Sensor 1 (°F/h),Temperature Sensor 2 (°F),Rate of Change Sensor 2 (°F/h),Average Temperature (°F),Moving Average Rate of Change Sensor 1 (°F/h),Moving Average Rate of Change Sensor 2 (°F/h),Average Rate of Change (°F/h)
2024-11-04 11:20:19.436045-05:00,274.353125,0.0,417.0875,0.0,345.7203125,,,0.0
2024-11-04 11:20:25.776705-05:00,274.60625,182.25000000000819,417.228125,101.25,345.91718749999995,,,141.7500000000041
2024-11-04 11:20:31.921256-05:00,274.4796875,-91.12499999998363,417.3125,60.750000000016364,345.89609375,,,-15.187499999983633
2024-11-04 11:20:38.047323-05:00,275.05625,415.12499999997544,417.5234375,151.875,346.28984375,,,283.4999999999877
2024-11-04 11:20:44.133040-05:00,275.3515625,212.62500000001637,417.2421875,-202.5,346.296875,,,5.0625000000081855
2024-11-04 11:20:50.126879-05:00,275.7453125,283.5000000000082,417.2,-30.375000000008182,346.47265625,,,126.5625
2024-11-04 11:20:56.222845-05:00,276.1671875,303.75,417.2,0.0,346.68359375,,,151.875
2024-11-04 11:21:02.323753-05:00,276.1953125,20.249999999991815,417.3546875,111.37500000001637,346.775,,,65.81250000000409
2024-11-04 11:21:08.432524-05:00,276.603125,293.62499999998363,417.6359375,202.5,347.11953125,,,248.06249999999181
2024-11-04 11:21:14.481080-05:00,276.85625,182.25000000000819,418.0296875,283.5000000000082,347.44296875,,,232.87500000000819
2024-11-04 11:21:20.528861-05:00,277.053125,141.75000000002456,418.5359375,364.49999999997544,347.79453125,,,253.125
2024-11-04 11:21:26.575570-05:00,277.784375,526.4999999999918,418.6484375,81.00000000000819,348.21640625,,,303.75
2024-11-04 11:21:32.750450-05:00,278.065625,202.5,418.971875,232.87500000000819,348.51875,,,217.6875000000041
2024-11-04 11:21:38.842315-05:00,278.1640625,70.87499999999181,419.7875,587.2500000000082,348.97578125,,,329.0625
2024-11-04 11:21:44.945018-05:00,278.121875,-30.375000000008182,420.153125,263.24999999997544,349.1375,,,116.43749999998363
2024-11-04 11:21:51.070325-05:00,278.5578125,313.87500000001637,420.6171875,334.1250000000082,349.5875,,,324.0000000000123
2024-11-04 11:21:57.146425-05:00,279.05,354.375,421.053125,313.87500000001637,350.05156250000005,,,334.1250000000082
2024-11-04 11:22:03.239437-05:00,278.965625,-60.750000000016364,421.08125,20.249999999991815,350.0234375,,,-20.250000000012275
2024-11-04 11:22:09.333361-05:00,279.303125,243.00000000002456,421.165625,60.74999999997545,350.234375,,,151.875
2024-11-04 11:22:15.433534-05:00,279.415625,80.99999999996726,421.4046875,172.12500000003274,350.41015625,182.25,155.41875000000164,126.5625
2024-11-04 11:22:21.610628-05:00,279.5984375,131.62500000000819,421.8828125,344.24999999998363,350.740625,188.8312500000004,172.63125000000082,237.9374999999959
2024-11-04 11:22:27.715388-05:00,280.259375,475.87499999999187,421.728125,-111.37500000001637,350.99375,203.5124999999996,162.0,182.24999999998775
2024-11-04 11:22:33.909616-05:00,280.4421875,131.62500000000819,422.8109375,779.6250000000327,351.6265625,214.64999999999918,197.94375000000082,455.62500000002046
2024-11-04 11:22:39.985240-05:00,280.8359375,283.5000000000082,422.7546875,-40.500000000024556,351.7953125,208.06875000000082,188.3249999999996,121.49999999999181
2024-11-04 11:22:45.995179-05:00,280.428125,-293.62499999998363,422.740625,-10.124999999975444,351.584375,182.75625000000082,197.94375000000082,-151.87499999997954
2024-11-04 11:22:52.033453-05:00,280.9203125,354.375,422.909375,121.49999999999181,351.91484375000005,186.3000000000004,205.53750000000082,237.9374999999959
2024-11-04 11:22:58.082040-05:00,280.34375,-415.12500000001637,423.4578125,394.87499999998363,351.90078125,150.3562499999996,225.28125,-10.125000000016371
2024-11-04 11:23:04.144559-05:00,280.259375,-60.750000000016364,424.00625,394.87500000002456,352.1328125,146.30624999999918,239.4562500000004,167.0625000000041
2024-11-04 11:23:10.187219-05:00,281.0328125,556.875,424.0484375,30.374999999967258,352.540625,159.46875,230.84999999999877,293.62499999998363
2024-11-04 11:23:16.217603-05:00,281.553125,374.62500000003274,424.4,253.125,352.9765625,169.08750000000123,229.33124999999836,313.87500000001637
2024-11-04 11:23:22.264819-05:00,281.35625,-141.75000000002456,424.596875,141.75000000002456,352.9765625,154.91249999999877,218.19375000000082,0.0
2024-11-04 11:23:28.345268-05:00,281.6796875,232.87500000000819,424.9484375,253.125,353.3140625,140.2312499999996,226.8000000000004,243.0000000000041
2024-11-04 11:23:34.550916-05:00,281.6375,-30.375000000008182,425.2859375,242.99999999998363,353.46171875,128.58749999999918,227.30624999999918,106.31249999998772
2024-11-04 11:23:40.643295-05:00,281.8765625,172.12499999999181,425.13125,-111.37499999997544,353.50390625,133.64999999999918,192.375,30.375000000008185
2024-11-04 11:23:46.739533-05:00,282.425,394.87500000002456,425.2578125,91.12499999998363,353.84140625,154.91250000000082,183.7687500000004,243.0000000000041
2024-11-04 11:23:52.849200-05:00,282.5515625,91.12499999998363,425.1453125,-81.00000000000819,353.8484375,143.77499999999918,163.0124999999996,5.062499999987722
2024-11-04 11:23:58.952004-05:00,282.70625,111.37500000001637,425.4546875,222.74999999999181,354.08046875,131.625,158.45624999999836,167.0625000000041
2024-11-04 11:24:05.061460-05:00,283.15625,323.9999999999918,425.7640625,222.75000000003274,354.46015625,150.8625000000004,168.5812500000004,273.3750000000123
2024-11-04 11:24:11.161843-05:00,283.4796875,232.87500000000819,425.9609375,141.74999999998363,354.7203125,150.3562499999996,172.63125000000082,187.3124999999959
2024-11-04 11:24:17.266891-05:00,283.915625,313.87499999997544,426.5515625,425.2499999999918,355.23359374999995,162.0,185.28749999999877,369.56249999998363
2024-11-04 11:24:23.372652-05:00,284.5765625,475.87500000003274,426.59375,30.375000000008182,355.58515625,179.21250000000123,169.59375,253.12500000002046
2024-11-04 11:24:29.513724-05:00,284.9421875,263.24999999997544,427.38125,567.0000000000164,356.16171875,168.5812500000004,203.51250000000164,415.1249999999959
2024-11-04 11:24:35.769339-05:00,285.5890625,465.75000000001637,427.5078125,91.12499999998363,356.5484375,185.28750000000082,169.08749999999918,278.4375
2024-11-04 11:24:41.849370-05:00,286.25,475.87499999999187,427.6484375,101.25,356.94921875,194.90625,176.1750000000004,288.5624999999959
2024-11-04 11:24:47.951298-05:00,286.7703125,374.6249999999918,428.05625,293.62499999998363,357.41328124999995,228.31874999999877,191.36249999999836,334.1249999999877
2024-11-04 11:24:54.070996-05:00,287.20625,313.87500000001637,428.0140625,-30.374999999967258,357.61015625000005,226.2937499999996,183.7687500000004,141.75000000002456
2024-11-04 11:25:00.100464-05:00,288.21875,728.9999999999918,428.3375,232.87499999996726,358.278125,283.5,175.6687499999996,480.93749999997954
2024-11-04 11:25:06.138875-05:00,288.9640625,536.6250000000082,428.5625,162.00000000001637,358.76328125,313.3687500000012,164.02499999999918,349.3125000000123
2024-11-04 11:25:12.182658-05:00,289.8359375,627.7499999999918,428.8296875,192.37499999998363,359.3328125,316.9125000000008,172.125,410.0624999999877
2024-11-04 11:25:18.237768-05:00,290.13125,212.62500000001637,428.95625,91.12500000002456,359.54375000000005,308.8125,164.02500000000123,151.87500000002046
2024-11-04 11:25:24.284367-05:00,291.2421875,799.8749999999836,429.4765625,374.6249999999918,360.359375,355.8937500000004,175.6687499999996,587.2499999999877
2024-11-04 11:25:30.323834-05:00,292.6203125,992.2500000000082,429.74375,192.37499999998363,361.18203125,393.8625000000004,172.63124999999877,592.3124999999959
2024-11-04 11:25:36.343124-05:00,293.7453125,810.0,429.9265625,131.62500000000819,361.8359375,435.8812500000008,167.0625,470.8125000000041
2024-11-04 11:25:42.480827-05:00,294.321875,415.12499999997544,430.3765625,323.9999999999918,362.34921875,448.03125,188.83124999999836,369.56249999998363
2024-11-04 11:25:48.480476-05:00,294.715625,283.5000000000082,430.7703125,283.5000000000082,362.74296875,442.4624999999992,198.4499999999996,283.5000000000082
2024-11-04 11:25:54.523271-05:00,295.6015625,637.8750000000082,431.234375,334.1250000000082,363.41796875,469.80000000000047,219.2062500000004,486.0000000000082
2024-11-04 11:26:00.570964-05:00,296.375,556.875,431.0515625,-131.62500000000819,363.71328125,492.07499999999965,201.4875000000004,212.6249999999959
2024-11-04 11:26:06.619769-05:00,297.246875,627.7499999999918,431.54375,354.375,364.3953125,507.26249999999953,208.06874999999877,491.0624999999959
2024-11-04 11:26:12.678241-05:00,298.23125,708.75,431.4734375,-50.625,364.85234375,531.0562499999992,198.4499999999996,329.0625
2024-11-04 11:26:18.715227-05:00,298.90625,486.00000000000824,431.7828125,222.74999999999181,365.34453125,539.6625000000008,188.3249999999996,354.375
2024-11-04 11:20:19.436045-05:00,274.353125,0.0,417.0875,0.0,345.7203125,,,0.0
2024-11-04 11:20:25.776705-05:00,274.60625,182.25000000000819,417.228125,101.25,345.91718749999995,,,141.7500000000041
2024-11-04 11:20:31.921256-05:00,274.4796875,-91.12499999998363,417.3125,60.750000000016364,345.89609375,,,-15.187499999983633
2024-11-04 11:20:38.047323-05:00,275.05625,415.12499999997544,417.5234375,151.875,346.28984375,,,283.4999999999877
2024-11-04 11:20:44.133040-05:00,275.3515625,212.62500000001637,417.2421875,-202.5,346.296875,,,5.0625000000081855
2024-11-04 11:20:50.126879-05:00,275.7453125,283.5000000000082,417.2,-30.375000000008182,346.47265625,,,126.5625
2024-11-04 11:20:56.222845-05:00,276.1671875,303.75,417.2,0.0,346.68359375,,,151.875
2024-11-04 11:21:02.323753-05:00,276.1953125,20.249999999991815,417.3546875,111.37500000001637,346.775,,,65.81250000000409
2024-11-04 11:21:08.432524-05:00,276.603125,293.62499999998363,417.6359375,202.5,347.11953125,,,248.06249999999181
2024-11-04 11:21:14.481080-05:00,276.85625,182.25000000000819,418.0296875,283.5000000000082,347.44296875,,,232.87500000000819
2024-11-04 11:21:20.528861-05:00,277.053125,141.75000000002456,418.5359375,364.49999999997544,347.79453125,,,253.125
2024-11-04 11:21:26.575570-05:00,277.784375,526.4999999999918,418.6484375,81.00000000000819,348.21640625,,,303.75
2024-11-04 11:21:32.750450-05:00,278.065625,202.5,418.971875,232.87500000000819,348.51875,,,217.6875000000041
2024-11-04 11:21:38.842315-05:00,278.1640625,70.87499999999181,419.7875,587.2500000000082,348.97578125,,,329.0625
2024-11-04 11:21:44.945018-05:00,278.121875,-30.375000000008182,420.153125,263.24999999997544,349.1375,,,116.43749999998363
2024-11-04 11:21:51.070325-05:00,278.5578125,313.87500000001637,420.6171875,334.1250000000082,349.5875,,,324.0000000000123
2024-11-04 11:21:57.146425-05:00,279.05,354.375,421.053125,313.87500000001637,350.05156250000005,,,334.1250000000082
2024-11-04 11:22:03.239437-05:00,278.965625,-60.750000000016364,421.08125,20.249999999991815,350.0234375,,,-20.250000000012275
2024-11-04 11:22:09.333361-05:00,279.303125,243.00000000002456,421.165625,60.74999999997545,350.234375,,,151.875
2024-11-04 11:22:15.433534-05:00,279.415625,80.99999999996726,421.4046875,172.12500000003274,350.41015625,182.25,155.41875000000164,126.5625
2024-11-04 11:22:21.610628-05:00,279.5984375,131.62500000000819,421.8828125,344.24999999998363,350.740625,188.8312500000004,172.63125000000082,237.9374999999959
2024-11-04 11:22:27.715388-05:00,280.259375,475.87499999999187,421.728125,-111.37500000001637,350.99375,203.5124999999996,162.0,182.24999999998775
2024-11-04 11:22:33.909616-05:00,280.4421875,131.62500000000819,422.8109375,779.6250000000327,351.6265625,214.64999999999918,197.94375000000082,455.62500000002046
2024-11-04 11:22:39.985240-05:00,280.8359375,283.5000000000082,422.7546875,-40.500000000024556,351.7953125,208.06875000000082,188.3249999999996,121.49999999999181
2024-11-04 11:22:45.995179-05:00,280.428125,-293.62499999998363,422.740625,-10.124999999975444,351.584375,182.75625000000082,197.94375000000082,-151.87499999997954
2024-11-04 11:22:52.033453-05:00,280.9203125,354.375,422.909375,121.49999999999181,351.91484375000005,186.3000000000004,205.53750000000082,237.9374999999959
2024-11-04 11:22:58.082040-05:00,280.34375,-415.12500000001637,423.4578125,394.87499999998363,351.90078125,150.3562499999996,225.28125,-10.125000000016371
2024-11-04 11:23:04.144559-05:00,280.259375,-60.750000000016364,424.00625,394.87500000002456,352.1328125,146.30624999999918,239.4562500000004,167.0625000000041
2024-11-04 11:23:10.187219-05:00,281.0328125,556.875,424.0484375,30.374999999967258,352.540625,159.46875,230.84999999999877,293.62499999998363
2024-11-04 11:23:16.217603-05:00,281.553125,374.62500000003274,424.4,253.125,352.9765625,169.08750000000123,229.33124999999836,313.87500000001637
2024-11-04 11:23:22.264819-05:00,281.35625,-141.75000000002456,424.596875,141.75000000002456,352.9765625,154.91249999999877,218.19375000000082,0.0
2024-11-04 11:23:28.345268-05:00,281.6796875,232.87500000000819,424.9484375,253.125,353.3140625,140.2312499999996,226.8000000000004,243.0000000000041
2024-11-04 11:23:34.550916-05:00,281.6375,-30.375000000008182,425.2859375,242.99999999998363,353.46171875,128.58749999999918,227.30624999999918,106.31249999998772
2024-11-04 11:23:40.643295-05:00,281.8765625,172.12499999999181,425.13125,-111.37499999997544,353.50390625,133.64999999999918,192.375,30.375000000008185
2024-11-04 11:23:46.739533-05:00,282.425,394.87500000002456,425.2578125,91.12499999998363,353.84140625,154.91250000000082,183.7687500000004,243.0000000000041
2024-11-04 11:23:52.849200-05:00,282.5515625,91.12499999998363,425.1453125,-81.00000000000819,353.8484375,143.77499999999918,163.0124999999996,5.062499999987722
2024-11-04 11:23:58.952004-05:00,282.70625,111.37500000001637,425.4546875,222.74999999999181,354.08046875,131.625,158.45624999999836,167.0625000000041
2024-11-04 11:24:05.061460-05:00,283.15625,323.9999999999918,425.7640625,222.75000000003274,354.46015625,150.8625000000004,168.5812500000004,273.3750000000123
2024-11-04 11:24:11.161843-05:00,283.4796875,232.87500000000819,425.9609375,141.74999999998363,354.7203125,150.3562499999996,172.63125000000082,187.3124999999959
2024-11-04 11:24:17.266891-05:00,283.915625,313.87499999997544,426.5515625,425.2499999999918,355.23359374999995,162.0,185.28749999999877,369.56249999998363
2024-11-04 11:24:23.372652-05:00,284.5765625,475.87500000003274,426.59375,30.375000000008182,355.58515625,179.21250000000123,169.59375,253.12500000002046
2024-11-04 11:24:29.513724-05:00,284.9421875,263.24999999997544,427.38125,567.0000000000164,356.16171875,168.5812500000004,203.51250000000164,415.1249999999959
2024-11-04 11:24:35.769339-05:00,285.5890625,465.75000000001637,427.5078125,91.12499999998363,356.5484375,185.28750000000082,169.08749999999918,278.4375
2024-11-04 11:24:41.849370-05:00,286.25,475.87499999999187,427.6484375,101.25,356.94921875,194.90625,176.1750000000004,288.5624999999959
2024-11-04 11:24:47.951298-05:00,286.7703125,374.6249999999918,428.05625,293.62499999998363,357.41328124999995,228.31874999999877,191.36249999999836,334.1249999999877
